Employee ID,Training Program Name,Trainer,Training Date,Training Year,Training Month,Training Quarter,Training Outcome,Is Completed,Is Passed,Training Count Per Employee,Training Duration Days,Training Hours,Training Cost,Cost per Day,Program Popularity,Trainer Effectiveness
2216,Customer Service,Amanda Matthews,2022-12-25,2022,12,Q4,Incomplete,0,0,1,4,32,587.29,146.82,565,0
1523,Technical Skills,Amanda Mcbride,2022-12-11,2022,12,Q4,Incomplete,0,0,1,2,16,660.4,330.2,579,0
1071,Communication Skills,Amanda Medina,2023-03-16,2023,3,Q1,Completed,1,0,1,5,40,234.26,46.85,673,1
3783,Technical Skills,Amanda Miller,2023-01-25,2023,1,Q1,Completed,1,0,1,5,40,851.24,170.25,579,1
1768,Leadership Development,Amanda Nelson,2022-09-30,2022,9,Q3,Passed,0,1,1,1,8,999.79,999.79,574,1
3243,Technical Skills,Amanda Olsen,2022-09-20,2022,9,Q3,Completed,1,0,1,1,8,174.03,174.03,579,1
2627,Customer Service,Amanda Owens,2022-08-18,2022,8,Q3,Completed,1,0,1,4,32,862.64,215.66,565,1
1936,Leadership Development,Amanda Randolph,2022-08-21,2022,8,Q3,Failed,0,0,1,5,40,567.55,113.51,574,0
1171,Project Management,Amanda Richardson,2022-09-07,2022,9,Q3,Completed,1,0,1,1,8,294.74,294.74,609,1
3123,Communication Skills,Amanda Sanders,2023-01-01,2023,1,Q1,Failed,0,0,1,4,32,479,119.75,673,0
2823,Communication Skills,Amanda White,2022-09-04,2022,9,Q3,Incomplete,0,0,1,2,16,196.27,98.14,673,0
2843,Leadership Development,Amanda Woodard,2022-10-01,2022,10,Q4,Completed,1,0,1,2,16,102.16,51.08,574,1
2835,Customer Service,Amber Berry,2022-11-22,2022,11,Q4,Completed,1,0,1,4,32,939.72,234.93,565,1
1275,Communication Skills,Amber Church,2023-06-13,2023,6,Q2,Incomplete,0,0,1,3,24,288.88,96.29,673,0
1192,Leadership Development,Amber Gonzalez,2022-10-11,2022,10,Q4,Passed,0,1,1,4,32,111.94,27.98,574,1
1132,Communication Skills,Amber Harris MD,2022-09-27,2022,9,Q3,Passed,0,1,1,4,32,475.91,118.98,673,1
3641,Leadership Development,Amber Nelson,2023-07-28,2023,7,Q3,Passed,0,1,1,3,24,831.52,277.17,574,1
2427,Communication Skills,Amber Peterson,2023-01-27,2023,1,Q1,Passed,0,1,1,2,16,528.76,264.38,673,1
3255,Leadership Development,Amber Pope,2022-08-07,2022,8,Q3,Incomplete,0,0,1,3,24,975.75,325.25,574,0
1106,Project Management,Amber Taylor,2022-10-31,2022,10,Q4,Completed,1,0,1,1,8,742.55,742.55,609,1
2524,Leadership Development,Amber Vasquez,2022-10-15,2022,10,Q4,Incomplete,0,0,1,1,8,569.5,569.5,574,0
2948,Technical Skills,Amber Vazquez,2022-11-01,2022,11,Q4,Failed,0,0,1,1,8,482.47,482.47,579,0
1634,Communication Skills,Amber Waters,2023-03-26,2023,3,Q1,Failed,0,0,1,3,24,895.42,298.47,673,0
3239,Leadership Development,Amber Williams,2022-10-15,2022,10,Q4,Passed,0,1,1,1,8,818.77,818.77,574,1
3579,Communication Skills,Amber Wright,2023-04-27,2023,4,Q2,Failed,0,0,1,2,16,199.82,99.91,673,0
1193,Technical Skills,Amy Bush,2023-05-05,2023,5,Q2,Failed,0,0,1,1,8,231.96,231.96,579,0
3498,Project Management,Amy Clark,2023-05-30,2023,5,Q2,Failed,0,0,1,1,8,208.43,208.43,609,0
2983,Project Management,Amy Davis,2023-06-25,2023,6,Q2,Passed,0,1,1,4,32,267.6,66.9,609,1
1372,Customer Service,Amy Fowler,2023-06-03,2023,6,Q2,Passed,0,1,1,1,8,475.32,475.32,565,1
3884,Customer Service,Amy Garcia,2022-09-17,2022,9,Q3,Passed,0,1,1,1,8,789.88,789.88,565,1
3891,Leadership Development,Amy Gomez,2023-04-08,2023,4,Q2,Passed,0,1,1,5,40,774.74,154.95,574,1
3591,Customer Service,Amy Murray,2023-03-01,2023,3,Q1,Failed,0,0,1,1,8,247.01,247.01,565,0
2119,Technical Skills,Amy Zimmerman,2023-07-15,2023,7,Q3,Passed,0,1,1,5,40,803.08,160.62,579,1
2549,Project Management,Ana Lane,2022-12-18,2022,12,Q4,Passed,0,1,1,2,16,399.97,199.99,609,1
3998,Customer Service,Andre Donaldson,2022-09-26,2022,9,Q3,Completed,1,0,1,1,8,994.09,994.09,565,1
3607,Customer Service,Andre Maxwell,2023-05-04,2023,5,Q2,Passed,0,1,1,4,32,321.91,80.48,565,1
3445,Project Management,Andre Wu,2023-07-14,2023,7,Q3,Completed,1,0,1,2,16,879.64,439.82,609,1
1748,Leadership Development,Andrea Ball,2023-03-26,2023,3,Q1,Failed,0,0,1,5,40,433.03,86.61,574,0
2749,Customer Service,Andrea Barker,2022-11-19,2022,11,Q4,Failed,0,0,1,5,40,149.65,29.93,565,0
2202,Customer Service,Andrea Beck,2022-09-08,2022,9,Q3,Completed,1,0,1,4,32,606.57,151.64,565,1
1422,Technical Skills,Andrea Cervantes,2023-04-13,2023,4,Q2,Failed,0,0,1,3,24,585.66,195.22,579,0
2827,Leadership Development,Andrea Daugherty,2022-09-07,2022,9,Q3,Incomplete,0,0,1,1,8,629.85,629.85,574,0
2910,Technical Skills,Andrea Gould,2022-09-19,2022,9,Q3,Incomplete,0,0,1,1,8,763.78,763.78,579,0
3703,Communication Skills,Andrea Jones,2022-12-27,2022,12,Q4,Completed,1,0,1,3,24,121.45,40.48,673,1
2542,Communication Skills,Andrea Lopez,2022-08-21,2022,8,Q3,Completed,1,0,1,5,40,605.99,121.2,673,1
1723,Technical Skills,Andrea Lopez,2022-09-25,2022,9,Q3,Passed,0,1,1,5,40,942.63,188.53,579,1
2215,Customer Service,Andrea Rodriguez,2022-09-30,2022,9,Q3,Failed,0,0,1,3,24,227,75.67,565,0
2262,Communication Skills,Andrea Scott,2023-05-29,2023,5,Q2,Incomplete,0,0,1,3,24,122.43,40.81,673,0
2745,Technical Skills,Andres Thomas,2022-10-12,2022,10,Q4,Failed,0,0,1,3,24,542.56,180.85,579,0
2030,Communication Skills,Andrew Burton,2023-07-28,2023,7,Q3,Incomplete,0,0,1,4,32,349.75,87.44,673,0
2912,Communication Skills,Andrew Garcia,2023-01-11,2023,1,Q1,Completed,1,0,1,2,16,990.45,495.23,673,1
1872,Leadership Development,Andrew Griffin,2023-07-04,2023,7,Q3,Incomplete,0,0,1,4,32,299.55,74.89,574,0
1855,Technical Skills,Andrew Gross,2022-08-30,2022,8,Q3,Incomplete,0,0,1,2,16,648.72,324.36,579,0
3727,Project Management,Andrew Hansen,2023-05-02,2023,5,Q2,Incomplete,0,0,1,5,40,693.8,138.76,609,0
2832,Customer Service,Andrew Harvey,2022-12-23,2022,12,Q4,Incomplete,0,0,1,1,8,545.87,545.87,565,0
3700,Project Management,Andrew Haynes,2023-02-25,2023,2,Q1,Failed,0,0,1,4,32,667.34,166.84,609,0
1436,Technical Skills,Andrew Hendricks,2022-08-26,2022,8,Q3,Incomplete,0,0,1,1,8,298.3,298.3,579,0
1146,Technical Skills,Andrew Hendricks,2023-06-28,2023,6,Q2,Failed,0,0,1,3,24,894.88,298.29,579,0
1057,Project Management,Andrew Herrera,2022-10-23,2022,10,Q4,Failed,0,0,1,4,32,649.23,162.31,609,0
2579,Project Management,Andrew Hughes,2022-10-02,2022,10,Q4,Incomplete,0,0,1,4,32,941.61,235.4,609,0
1997,Project Management,Andrew Jones,2023-04-29,2023,4,Q2,Failed,0,0,1,4,32,819.65,204.91,609,0
1135,Project Management,Andrew Jordan,2023-03-22,2023,3,Q1,Passed,0,1,1,2,16,524.23,262.12,609,1
2044,Customer Service,Andrew Lee,2023-08-05,2023,8,Q3,Passed,0,1,1,5,40,570.91,114.18,565,1
2711,Leadership Development,Andrew Maldonado,2022-09-13,2022,9,Q3,Completed,1,0,1,1,8,408.39,408.39,574,1
2491,Customer Service,Andrew Perkins,2023-06-27,2023,6,Q2,Incomplete,0,0,1,5,40,721.79,144.36,565,0
2496,Technical Skills,Andrew Phillips,2023-02-12,2023,2,Q1,Passed,0,1,1,3,24,647.25,215.75,579,1
3847,Technical Skills,Andrew Powers,2023-03-28,2023,3,Q1,Completed,1,0,1,4,32,130.59,32.65,579,1
2580,Communication Skills,Andrew Prince,2023-03-07,2023,3,Q1,Incomplete,0,0,1,1,8,227.13,227.13,673,0
1893,Leadership Development,Andrew Rivera,2022-09-28,2022,9,Q3,Completed,1,0,1,1,8,604.53,604.53,574,1
3828,Leadership Development,Andrew Sanders,2023-06-13,2023,6,Q2,Failed,0,0,1,2,16,984.63,492.31,574,0
1419,Leadership Development,Andrew Schwartz,2023-04-13,2023,4,Q2,Passed,0,1,1,1,8,108.04,108.04,574,1
1837,Project Management,Andrew Velazquez,2023-07-25,2023,7,Q3,Incomplete,0,0,1,5,40,567.74,113.55,609,0
2465,Project Management,Andrew Wheeler,2023-07-22,2023,7,Q3,Incomplete,0,0,1,3,24,475.26,158.42,609,0
2293,Project Management,Andrew Wright,2023-04-17,2023,4,Q2,Failed,0,0,1,1,8,510.67,510.67,609,0
1170,Communication Skills,Andrew Wright,2023-08-04,2023,8,Q3,Incomplete,0,0,1,1,8,179.85,179.85,673,0
2933,Communication Skills,Angel Burgess,2023-07-02,2023,7,Q3,Incomplete,0,0,1,3,24,933.67,311.22,673,0
3879,Project Management,Angel Mckinney,2023-04-11,2023,4,Q2,Incomplete,0,0,1,2,16,613.95,306.98,609,0
3851,Project Management,Angel Morales,2023-01-21,2023,1,Q1,Failed,0,0,1,3,24,982.51,327.5,609,0
2295,Communication Skills,Angela Carter,2022-11-12,2022,11,Q4,Passed,0,1,1,5,40,448.38,89.68,673,1
3792,Project Management,Angela Castillo,2022-09-09,2022,9,Q3,Passed,0,1,1,1,8,385.62,385.62,609,1
3364,Leadership Development,Angela Clark,2022-12-01,2022,12,Q4,Completed,1,0,1,1,8,205.35,205.35,574,1
1082,Customer Service,Angela Colon,2023-04-22,2023,4,Q2,Incomplete,0,0,1,5,40,662.15,132.43,565,0
3642,Communication Skills,Angela Garcia,2022-11-20,2022,11,Q4,Completed,1,0,1,1,8,234.74,234.74,673,1
1023,Project Management,Angela Good,2022-10-19,2022,10,Q4,Failed,0,0,1,4,32,893.07,223.27,609,0
1189,Communication Skills,Angela Hammond,2022-09-20,2022,9,Q3,Completed,1,0,1,1,8,202.74,202.74,673,1
3499,Technical Skills,Angela Lee,2023-01-30,2023,1,Q1,Incomplete,0,0,1,2,16,762.45,381.23,579,0
1650,Leadership Development,Angela Lewis,2022-10-08,2022,10,Q4,Completed,1,0,1,3,24,727.36,242.45,574,1
2438,Customer Service,Angela Lindsey,2022-11-14,2022,11,Q4,Failed,0,0,1,1,8,101.26,101.26,565,0
3331,Communication Skills,Angela Mitchell,2022-08-11,2022,8,Q3,Passed,0,1,1,2,16,242.55,121.28,673,1
1229,Customer Service,Angela Moore,2023-01-11,2023,1,Q1,Failed,0,0,1,1,8,173.66,173.66,565,0
3278,Leadership Development,Angela Murphy,2023-03-15,2023,3,Q1,Failed,0,0,1,3,24,855.9,285.3,574,0
1495,Customer Service,Angela Norman,2023-02-25,2023,2,Q1,Completed,1,0,1,4,32,993.66,248.41,565,1
1445,Communication Skills,Angela Perez MD,2023-07-20,2023,7,Q3,Passed,0,1,1,5,40,458.8,91.76,673,1
3595,Technical Skills,Angela Sanchez,2023-02-21,2023,2,Q1,Passed,0,1,1,2,16,252.88,126.44,579,1
2705,Communication Skills,Angela Simmons,2023-05-24,2023,5,Q2,Incomplete,0,0,1,1,8,826.31,826.31,673,0
2416,Communication Skills,Angela Wolf,2023-05-06,2023,5,Q2,Failed,0,0,1,2,16,344.8,172.4,673,0
2911,Technical Skills,Angelica Franco,2023-03-28,2023,3,Q1,Passed,0,1,1,1,8,292.36,292.36,579,1
3867,Communication Skills,Angie Romero DDS,2022-09-07,2022,9,Q3,Failed,0,0,1,4,32,540.57,135.14,673,0
2452,Communication Skills,Anita Dixon,2023-06-29,2023,6,Q2,Incomplete,0,0,1,3,24,241.25,80.42,673,0
2962,Customer Service,Anita Ray,2022-08-28,2022,8,Q3,Failed,0,0,1,2,16,198.55,99.28,565,0
1470,Communication Skills,Anita Wright,2023-04-17,2023,4,Q2,Failed,0,0,1,5,40,502.65,100.53,673,0
2779,Leadership Development,Ann Stevens,2023-02-13,2023,2,Q1,Completed,1,0,1,3,24,330.68,110.23,574,1
1630,Customer Service,Ann Wright,2023-03-26,2023,3,Q1,Incomplete,0,0,1,4,32,779.26,194.81,565,0
2271,Customer Service,Anna Barnett,2023-02-02,2023,2,Q1,Failed,0,0,1,4,32,632.57,158.14,565,0
1531,Leadership Development,Anna Brooks,2023-07-18,2023,7,Q3,Passed,0,1,1,4,32,404.06,101.02,574,1
3269,Customer Service,Anna Clark,2023-04-11,2023,4,Q2,Passed,0,1,1,1,8,322.45,322.45,565,1
1377,Communication Skills,Anna Dennis,2023-06-20,2023,6,Q2,Completed,1,0,1,2,16,909.56,454.78,673,1
3768,Leadership Development,Anna Everett,2023-01-04,2023,1,Q1,Completed,1,0,1,3,24,145.76,48.59,574,1
1250,Communication Skills,Anna Floyd,2023-04-28,2023,4,Q2,Incomplete,0,0,1,3,24,366.78,122.26,673,0
3375,Technical Skills,Anna Franklin,2023-06-30,2023,6,Q2,Failed,0,0,1,1,8,655.61,655.61,579,0
1764,Communication Skills,Anna Mitchell,2023-05-07,2023,5,Q2,Passed,0,1,1,1,8,834.44,834.44,673,1
1055,Customer Service,Anna Petty,2022-11-15,2022,11,Q4,Passed,0,1,1,2,16,125.7,62.85,565,1
3295,Leadership Development,Anna Raymond,2022-10-04,2022,10,Q4,Passed,0,1,1,4,32,286.88,71.72,574,1
1935,Customer Service,Anna Stafford,2022-09-16,2022,9,Q3,Completed,1,0,1,2,16,505.4,252.7,565,1
1164,Technical Skills,Anne Goodman,2023-03-01,2023,3,Q1,Incomplete,0,0,1,3,24,315.09,105.03,579,0
1717,Customer Service,Anne Holt,2022-11-05,2022,11,Q4,Incomplete,0,0,1,1,8,381.33,381.33,565,0
1894,Technical Skills,Annette Pace,2023-05-29,2023,5,Q2,Failed,0,0,1,2,16,144.39,72.19,579,0
2801,Leadership Development,Annette Thomas,2023-06-14,2023,6,Q2,Incomplete,0,0,1,4,32,449.65,112.41,574,0
3965,Technical Skills,Anthony Austin MD,2023-06-20,2023,6,Q2,Completed,1,0,1,4,32,198.58,49.65,579,1
1390,Communication Skills,Anthony Burns,2023-03-03,2023,3,Q1,Completed,1,0,1,3,24,512.53,170.84,673,1
3329,Customer Service,Anthony Burton,2022-12-21,2022,12,Q4,Incomplete,0,0,1,3,24,845.51,281.84,565,0
1912,Leadership Development,Anthony Cannon,2023-03-26,2023,3,Q1,Completed,1,0,1,1,8,718.38,718.38,574,1
1392,Leadership Development,Anthony Hodges,2023-04-20,2023,4,Q2,Completed,1,0,1,3,24,578.62,192.87,574,1
2777,Communication Skills,Anthony Holland,2023-07-25,2023,7,Q3,Failed,0,0,1,2,16,458.37,229.19,673,0
1601,Technical Skills,Anthony King,2023-05-20,2023,5,Q2,Incomplete,0,0,1,4,32,381.09,95.27,579,0
3568,Project Management,Anthony Nixon,2022-08-23,2022,8,Q3,Incomplete,0,0,1,2,16,201.76,100.88,609,0
2891,Technical Skills,Anthony Obrien,2022-12-31,2022,12,Q4,Incomplete,0,0,1,4,32,767.51,191.88,579,0
3947,Project Management,Anthony Proctor,2023-01-14,2023,1,Q1,Failed,0,0,1,3,24,456.02,152.01,609,0
1990,Leadership Development,Anthony Silva,2022-09-18,2022,9,Q3,Incomplete,0,0,1,1,8,332.51,332.51,574,0
3900,Technical Skills,Anthony Smith,2023-05-02,2023,5,Q2,Passed,0,1,1,5,40,143.21,28.64,579,1
3056,Communication Skills,Anthony Stanton,2023-06-20,2023,6,Q2,Passed,0,1,1,1,8,535.51,535.51,673,1
1906,Project Management,Anthony Turner,2023-03-05,2023,3,Q1,Passed,0,1,1,5,40,228.41,45.68,609,1
2263,Project Management,Anthony Wyatt,2022-10-05,2022,10,Q4,Incomplete,0,0,1,5,40,662.94,132.59,609,0
2735,Leadership Development,Anthony Young,2022-11-12,2022,11,Q4,Incomplete,0,0,1,1,8,519.23,519.23,574,0
1793,Communication Skills,Antonio Baker,2023-02-28,2023,2,Q1,Passed,0,1,1,1,8,943.91,943.91,673,1
3311,Communication Skills,Antonio Cox,2022-12-10,2022,12,Q4,Passed,0,1,1,3,24,773.82,257.94,673,1
2807,Customer Service,Antonio Kidd,2023-04-16,2023,4,Q2,Passed,0,1,1,4,32,977.46,244.37,565,1
2935,Communication Skills,April Brown,2023-07-25,2023,7,Q3,Passed,0,1,1,4,32,395.52,98.88,673,1
2610,Customer Service,April Harris,2023-06-25,2023,6,Q2,Passed,0,1,1,5,40,184.63,36.93,565,1
3409,Technical Skills,April Howell,2023-07-27,2023,7,Q3,Failed,0,0,1,2,16,575.11,287.56,579,0
2588,Communication Skills,April Montes,2023-07-09,2023,7,Q3,Passed,0,1,1,3,24,856.44,285.48,673,1
1807,Technical Skills,April Nelson,2023-03-07,2023,3,Q1,Incomplete,0,0,1,5,40,794.61,158.92,579,0
